id,name,target_group_cleaned,target_group_bucket,loi_minutes,location_cleaned,tg_freq,loc_freq,tg_loc_freq,tg_avg_loi,loc_avg_loi,tg_diversity,loi_deviation_tg,loi_deviation_loc,is_feasible
47.0,SoW_for_pro_Sapient_Geotechnical_Service_Industry_Study_Jan_21_25,Large General Contractorinfrastructure And Construction Companiesreal Estate Developers,it,0.29680365296803657,"Spain, Romania, Mexico",0.2,0.011764705882352941,0.3333333333333333,30.0,32.5,0.25,0.31233690589639934,0.22980978621236306,1
48.0,SoW_for_pro_Sapient_i4CP_Community_Study_Jan_20_25,Icps Existing List And Prospective Customers,other,0.29680365296803657,United States,0.2,1.0,0.3333333333333333,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
49.0,SoW_for_pro_Sapient_Speech_Language_Pathologists_Study_Jan_20_25,Speech Language Pathologists Prescribing Aacs Augmentative And Alternative Communication Devices,other,0.35388127853881285,United States,0.2,1.0,0.3333333333333333,35.0,29.589285714285715,0.25,0.31233690589639934,0.3085458537236367,1
50.0,SoW_for_pro_Sapient_UTV_Purchasing_Decision-Makers_Survey_Jan_3_25,Unimrkt Will Target Respondents Fulfilling The Below Mentioned Criteria Must Be Key Purchasing Decisionmakers,other,0.6392694063926941,"United States, United Kingdom, Germany, France, Italy, Spain",0.2,0.0058823529411764705,0.3333333333333333,60.0,60.0,0.25,0.31233690589639934,0.254692516351366,1
51.0,Unimrkt_SOW_254-24-_Brand_Tracker_For_Adhesive_Manufacturer,Oem Design Manufacturingmaintenance Operationsshe Regulatory Environmentpurchasing Procurementtechnical Design Engineeringautomotive Maintenance Repair Professionals,it,0.18264840182648404,"Australia, Belgium, Canada, India, Italy, Japan, Malaysia, Netherlands, Philippines, Romania, Saudi Arabia, Singapore, Spain, Sweden, Viet Nam",0.2,0.0058823529411764705,0.3333333333333333,20.0,20.0,0.25,0.31233690589639934,0.254692516351366,1
52.0,SoW_for_Atheneum_HAE_Patients_Survey_Apr_3_25,Hae Patients Aged Or Older Who Have Been Diagnosed,healthcare,0.0,United States,0.2,1.0,0.3333333333333333,4.0,29.589285714285715,0.25,0.31233690589639934,0.0,1
53.0,SoW_for_Atheneum_PET_Technicians_Study_Mar_27_25,Pet Technicians,it,0.2397260273972603,United States,0.2,1.0,0.3333333333333333,25.0,29.589285714285715,0.25,0.31233690589639934,0.20901493316762487,1
54.0,SoW_for_Celent_Banks_Compliance_Survey_Jan_23_25,Fraud And Antimoney Laundering Executives Across Business Ie Compliance Technology And Operations,it,0.29680365296803657,United States,0.2,1.0,0.3333333333333333,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
55.0,B2B_Brand_Tracker_SOW_5glcNTN,Sector Digital Industries Mobility Smart Infrastructure Audience Traditional Audience Decisionmakers And Influencers Digital Audience Decisionmakers And Influencers,it,0.2397260273972603,,0.2,0.0,0.0,25.0,0.0,0.0,0.31233690589639934,0.5035198177413956,1
56.0,SoW_for_Atheneum_Diffuse_Large_B-Cell_Lymphoma_DLBCL_Treatment_Study_Feb_3_25,Physicians Who Are Involved,healthcare,0.18264840182648404,"United States, United Kingdom, Germany, France, Japan",0.2,0.0058823529411764705,0.3333333333333333,20.0,20.0,0.25,0.31233690589639934,0.254692516351366,1
57.0,SoW_for_Atheneum_Cell_Therapy_study_Jan_13_25_1 (1),Pharma Cdmo,other,0.2397260273972603,,0.4,0.0,0.0,25.0,0.0,0.0,0.31233690589639934,0.5035198177413956,1
58.0,SoW_for_Atheneum_Cell_Therapy_study_Jan_13_25_1,Pharma Cdmo,other,0.2397260273972603,,0.4,0.0,0.0,25.0,0.0,0.0,0.31233690589639934,0.5035198177413956,1
59.0,SoW_for_Atheneum_Fertility_Specialists_Survey_Jan_13_25_1,Fertility Experts,other,0.0684931506849315,"United States, United Kingdom, France, Spain, Italy",0.2,0.0058823529411764705,0.3333333333333333,10.0,10.0,0.25,0.31233690589639934,0.254692516351366,1
60.0,SoW_for_Atheneum_Healthcare_Stakeholders_Study_June_2_25,Homecare Stakeholders,other,0.29680365296803657,"Germany, France",0.2,0.0058823529411764705,0.3333333333333333,30.0,30.0,0.25,0.31233690589639934,0.254692516351366,1
61.0,SoW_for_Atheneum_Lyme_Disease_Study_Jan_13_25,Lab Director Lab Manager N Department Head Vpexecutive Directorceo,b2b,0.2397260273972603,United States,0.2,1.0,0.3333333333333333,25.0,29.589285714285715,0.25,0.31233690589639934,0.20901493316762487,1
62.0,SoW_for_Atheneum_Neurologists_Study_Feb_20_25_v4NVS7H,Neurologists Neuromuscular Specialists Neuroimmunologists Movement Disorder Specialist Neurologists,other,0.4109589041095891,United States,0.2,1.0,0.3333333333333333,40.0,29.589285714285715,0.25,0.31233690589639934,0.3583113140016426,1
63.0,SoW_for_Atheneum_PBC_and_axSpA_Study_Apr_3_25,Rheumatologists Hepatologists Gastroenterologists Total N ,other,0.12557077625570778,"United Kingdom, Germany, France, United States",0.2,0.011764705882352941,0.3333333333333333,15.0,15.0,0.25,0.31233690589639934,0.254692516351366,1
64.0,SoW_for_Atheneum_PCPs_and_Neurologists_Survey_May_22_25,Pcps And Neurologists,other,0.29680365296803657,United States,0.2,1.0,0.3333333333333333,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
65.0,SoW_for_Atheneum_PEComa_Study_May_20_25,Medical Or Hematological Oncologists Or Sarcoma Specialists Who Have Treated At Least One Malignant Pecoma Patient,healthcare,0.4109589041095891,United States,0.2,1.0,0.3333333333333333,40.0,29.589285714285715,0.25,0.31233690589639934,0.3583113140016426,1
66.0,SoW_for_Atheneum_RegOnco_Survey_Mar_6_25,Gastrooncologists And Hepatologists,healthcare,0.6392694063926941,"United States, United Kingdom, Germany, France, Spain",0.2,0.0058823529411764705,0.3333333333333333,60.0,60.0,0.25,0.31233690589639934,0.254692516351366,1
67.0,SoW_for_Atheneum_Surgical_Product_Procurement_Study_Jan_6_25,Surgeons Surgical Purchasing Line Leads,other,0.12557077625570778,"United States, United Kingdom, France, Italy, Spain, Germany",0.2,0.0058823529411764705,0.3333333333333333,15.0,15.0,0.25,0.31233690589639934,0.254692516351366,1
68.0,SoW_for_Celent_Banks_Compliance_Survey_Jan_23_25 (1),Fraud And Antimoney Laundering Executives Across The Business Ie Compliance Technology And Operations,it,0.29680365296803657,United States,0.4,1.0,0.6666666666666666,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
69.0,SoW_for_Celent_Banks_Compliance_Survey_Jan_23_25 (2),Fraud And Antimoney Laundering Executives Across The Business Ie Compliance Technology And Operations,it,0.29680365296803657,United States,0.4,1.0,0.6666666666666666,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
70.0,SOW_for_Coleman_Parkes_Human_to_AI_Agent_CP4179,Unimrkt Will Target Fsi Executives Remotely Or,b2b,0.2397260273972603,,0.2,0.0,0.0,25.0,0.0,0.0,0.31233690589639934,0.5035198177413956,1
71.0,SoW_for_IDC_Consulting_Microsoft_CNAPP_Study_January_2025_Feb_24_25,Individuals Fulfiling The Below Mentioned Criteria Must Be Involved,consumer,0.12557077625570778,United States,0.2,1.0,0.3333333333333333,15.0,29.589285714285715,0.25,0.31233690589639934,0.10948401261161303,1
72.0,SoW_for_M3_Global_Research_Project_Antigia_Pharma_B2B_Survey_Jan_20_25_1,Head,other,0.12557077625570778,,0.4,0.0,0.0,15.0,0.0,0.25,0.31233690589639934,0.4039888971853838,1
73.0,SoW_for_Oxford_Economics_IBM_2025_Talent_and_Skills_Survey_Dec_10_24_DD (1),,other,0.29680365296803657,,0.0,0.0,0.0,0.0,0.0,0.0,0.7808422647409983,0.5532852780194015,1
74.0,SoW_for_Oxford_Economics_IBM_2025_Talent_and_Skills_Survey_Dec_10_24_DD,,other,0.29680365296803657,"United States, Saudi Arabia, United Arab Emirates, United Kingdom, Japan, Singapore, Indonesia, Australia, Netherlands, Brazil, Canada, France, Germany, India, Mexico, Sweden, Spain, South Africa, Hong Kong",0.0,0.0058823529411764705,0.0,0.0,30.0,0.0,0.7808422647409983,0.254692516351366,1
75.0,SoW_for_Oxford_Economics_IBV_Grid_Modernization_Survey_Dec_2_24_DD,,other,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1
76.0,SoW_for_pro_Sapient_Fire_Protection_Services_Study_Jan_20_25 (1),Fire Protection Professionals Facilities Management Leaders Construction Pms Quantity Surveyors,other,0.29680365296803657,United States,0.4,1.0,0.6666666666666666,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
77.0,SoW_for_pro_Sapient_Fire_Protection_Services_Study_Jan_20_25,Fire Protection Professionals Facilities Management Leaders Construction Pms Quantity Surveyors,other,0.29680365296803657,United States,0.4,1.0,0.6666666666666666,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
78.0,SoW_for_pro_Sapient_i4CP_Community_Study_Jan_20_25 (1),Customers,other,0.29680365296803657,United States,0.8,1.0,0.6666666666666666,33.75,29.589285714285715,0.5,0.2537737360408245,0.2587803934456308,1
79.0,SoW_for_pro_Sapient_i4CP_Community_Study_Jan_20_25 (2),Icp Member Community Including Events Peertopeer Networking And Data And Insights Tailored,it,0.29680365296803657,United States,0.2,1.0,0.3333333333333333,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
80.0,SoW_for_Pro_Sapient_IT_Infrastructure_Survey_Jan_21_25 (1),Unimrkt Will Target The Customers,other,0.29680365296803657,"Germany, France, United States",0.4,0.011764705882352941,0.6666666666666666,30.0,30.0,0.25,0.31233690589639934,0.254692516351366,1
81.0,SoW_for_Pro_Sapient_IT_Infrastructure_Survey_Jan_21_25,Customers,other,0.29680365296803657,,0.8,0.0,0.0,33.75,0.0,0.5,0.2537737360408245,0.5532852780194015,1
82.0,SoW_for_Atheneum_FPMA_Vet_Survey_June_3_25,Vet Clinic Admins And Vet Clinic Owners,other,0.18264840182648404,United States,0.2,1.0,0.3333333333333333,20.0,29.589285714285715,0.25,0.31233690589639934,0.15924947288961894,1
83.0,SoW_for_Coleman_Parkes_Pharma_Representatives_Survey_Jan_06_25_Signed,Pharma Representatives,other,,"United Kingdom, Germany, France, United States",0.2,0.011764705882352941,0.3333333333333333,0.0,15.0,0.25,,,1
84.0,SoW for 10K Humans_MDS Patient Study (Wave 6)_Nov 29' 24,Patients,healthcare,0.4109589041095891,United States,0.4,1.0,0.6666666666666666,40.0,29.589285714285715,0.25,0.31233690589639934,0.3583113140016426,1
85.0,SoW for 10K Humans_Phoebe Putney Health System Brand Tracker Study Wave 3 2024_Sep 2' 24,Healthcare Consumers Who Are Years And Above Living,healthcare,0.2397260273972603,"United States, Georgia",0.2,0.0058823529411764705,0.3333333333333333,25.0,25.0,0.25,0.31233690589639934,0.254692516351366,1
86.0,SoW for Adience_Freight Forwarders and Airports DMs Survey_Nov 22' 24,Freight Forwarders And Airports Dms,it,0.29680365296803657,,0.2,0.0,0.0,30.0,0.0,0.0,0.31233690589639934,0.5532852780194015,1
87.0,SoW for Allxprts_E-Commerce Tax Software Study_Feb 21' 25,Fulltime Or More Hours Per Week Or Parttime Contractor,other,0.35388127853881285,United States,0.2,1.0,0.3333333333333333,35.0,29.589285714285715,0.25,0.31233690589639934,0.3085458537236367,1
88.0,SoW for Arch Metrics_ABA Center Survey_Dec 9' 24,Customers,other,0.4109589041095891,United States,0.8,1.0,0.6666666666666666,33.75,29.589285714285715,0.5,0.4099421889890241,0.3583113140016426,1
89.0,SoW for Arch Metrics_City-Wide Facility Solutions Survey_Mar 6 '25,The Primary Decisionmakers,other,0.29680365296803657,United States,0.2,1.0,0.3333333333333333,30.0,29.589285714285715,0.25,0.31233690589639934,0.2587803934456308,1
90.0,SoW for Arch Metrics_Cubex Survey_Apr 19' 24 ,Dentists And Vets Fulfilling The Below Mentioned Criteria Must Work At Multisite Healthcare Practice Have Used Or Evaluated Inventory Management Hardware Andor Software Must Have Used Or Evaluated Cubex Vendor Must Have The Decisionmaking Authority As An Individual Or As A Part,healthcare,0.2397260273972603,United States,0.2,1.0,0.3333333333333333,25.0,29.589285714285715,0.25,0.31233690589639934,0.20901493316762487,1
91.0,SoW for Arch Metrics_Payroll SW Survey_Aug 29' 24,Current And Former Userscustomers,consumer,0.2397260273972603,"United States, Canada",0.2,0.041176470588235294,0.3333333333333333,25.0,34.285714285714285,0.25,0.31233690589639934,0.16227094726364077,1
92.0,SoW for Arch Metrics_Procare Survey_Dec 2' 24,Childcare Centres That Use Procare As Their Centre Management Software,it,0.2397260273972603,United States,0.2,1.0,0.3333333333333333,25.0,29.589285714285715,0.25,0.31233690589639934,0.20901493316762487,1
93.0,SoW for Arch Metrics_Procare Survey_Jan 2' 24,Unimrkt Will Target The Respondents,other,0.2397260273972603,United States,0.2,1.0,0.3333333333333333,25.0,29.589285714285715,0.25,0.31233690589639934,0.20901493316762487,1
94.0,SoW for Arch Metrics_Supplier Compliance and Document Management Survey_May 24' 24 (002),Unimrkt Will Target The Respondents Who Is The Major Influencer Or The Final Decision Maker,other,0.2397260273972603,,0.2,0.0,0.0,25.0,0.0,0.0,0.31233690589639934,0.5035198177413956,1
95.0,SoW for Atheneum_ADHD Quant Survey_Dec 16' 24,Nppa Psychologists,other,0.18264840182648404,,0.2,0.0,0.0,20.0,0.0,0.0,0.31233690589639934,0.4537543574633897,1
96.0,SoW for Atheneum_Global HIV Service Reputation Study_Sep 24' 24,Hcpskols Patients Advocate Payers,healthcare,0.29680365296803657,"United States, Canada, China, Japan",0.2,0.0058823529411764705,0.3333333333333333,30.0,30.0,0.25,0.31233690589639934,0.254692516351366,1
97.0,SoW for Atheneum_Invitro Diagnostics Survey_Dec 16' 24,Hematology Directors Treatment Area,b2b,0.4109589041095891,,0.2,0.0,0.0,40.0,0.0,0.0,0.31233690589639934,0.6528161985754134,1
98.0,SoW for Atheneum_Pharma Procurement Quant Survey_Dec 16' 24,Head,other,0.12557077625570778,United States,0.4,1.0,0.3333333333333333,15.0,29.589285714285715,0.25,0.31233690589639934,0.10948401261161303,1
99.0,SoW for Big Village_ Medical Officer Research Survey_Jan 6' 25,Unimrkt Will Focus On Respondents Who Are Years Old And Above,other,0.2397260273972603,United States,0.2,1.0,0.3333333333333333,25.0,29.589285714285715,0.25,0.31233690589639934,0.20901493316762487,1
100.0,SoW for Boston Research Services_American Electorate Voters Study_Nov 18' 24 ,American Electorate Voters Study,consumer,0.18264840182648404,,0.2,0.0,0.0,20.0,0.0,0.0,0.31233690589639934,0.4537543574633897,1
101.0,SoW for Boston Research Services_Tests in Schools and Institutions Survey_Nov 22' 24,Currently Teaching,other,0.29680365296803657,"Viet Nam, Thailand",0.2,0.0058823529411764705,0.3333333333333333,30.0,30.0,0.25,0.31233690589639934,0.254692516351366,1
102.0,SoW for Cint_Gaming Developers Survey_May 1' 24v2,Professional Game Developers Who Have An Influence On Decision Making Or Be The Final Decision Makers Some,it,0.8105022831050229,"United States, Canada",0.2,0.041176470588235294,0.3333333333333333,75.0,34.285714285714285,0.25,0.31233690589639934,0.6599255500437,1
103.0,SoW for Digital Research_Logistics and Procurement Survey_May 23' 24,Fulltime Employees Handling Responsibilities Within The Following Functions Logistics Managementoperations Supply Chianprocurement Warehousingdistribution,other,0.2397260273972603,,0.2,0.0,0.0,25.0,0.0,0.0,0.31233690589639934,0.5035198177413956,1
104.0,SoW for EMI Research Solutions_CAR T Patient Refusal Materials Testing Survey_Mar 6' 25,Patients,healthcare,0.4109589041095891,United States,0.4,1.0,0.6666666666666666,40.0,29.589285714285715,0.25,0.31233690589639934,0.3583113140016426,1
