id,name,target_group_cleaned,target_group_bucket,loi_minutes,location_cleaned,tg_freq,loc_freq,tg_loc_freq,tg_avg_loi,loc_avg_loi,tg_diversity,loi_deviation_tg,loi_deviation_loc
33,SoW_for_Atheneum_TAVI_and_Ortho_Study_Wave_2_May_23_25,Heads,other,20.0,,1.0,0.0,0,20.0,0.0,0.0,0.0,20.0
34,SoW_for_Atheneum_TAVI_Study_Feb_10_25,Cardiologistsorthopaedic Surgeons,other,35.0,"India, Germany, Spain, Brazil",1.0,1.0,1,35.0,35.0,1.0,0.0,0.0
35,SoW_for_Atheneum_Transplant_Nephrology_Study_Jan_13_25,Renal Transplant Surgeonstransplant Nephrologists,other,17.0,United States,1.0,170.0,1,17.0,29.589285714285715,1.0,0.0,-12.589285714285715
36,SoW_for_Atheneum_Urology_and_Medical_Oncology_Study_May_20_25,Urologymedical Oncology,healthcare,20.0,United States,1.0,170.0,1,20.0,29.589285714285715,1.0,0.0,-9.589285714285715
37,SoW_for_Atheneum_Vaccine_Study_Jan_13_25,Health System Decision Makers,other,45.0,United States,3.0,170.0,3,30.0,29.589285714285715,1.0,15.0,15.410714285714285
38,SoW_for_Atheneum_Vial_Study_Feb_11_25,Billing Codinginfusion Nursepractice Managerpharmacist,healthcare,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
39,SoW_for_Cint_Opinion_Leaders_Survey_Jan_7_25,Opinion Leaders,other,35.0,Azerbaijan,1.0,1.0,1,35.0,35.0,1.0,0.0,0.0
40,SoW_for_Oxford_Economics_IBM_Global_Pulse_Wave_8_CFOs_Use_of_AI_2024_S_HL9O5T8 (1),Cfos And Other Equivalent Job Titles,other,15.0,"Australia, Germany, India, Singapore, United Kingdom, United States",2.0,2.0,2,15.0,15.0,1.0,0.0,0.0
41,SoW_for_Oxford_Economics_IBM_Global_Pulse_Wave_8_CFOs_Use_of_AI_2024_S_HL9O5T8,Cfos And Other Equivalent Job Titles,other,15.0,"Australia, Germany, India, Singapore, United Kingdom, United States",2.0,2.0,2,15.0,15.0,1.0,0.0,0.0
42,SoW_for_Oxford_Economics_IBV_Grid_Modernization_Survey_Dec_2_24_DD (1),Not Mentioned,other,30.0,Canada,1.0,3.0,1,30.0,30.0,1.0,0.0,0.0
43,SoW for Cint_Opinion Leaders Survey_Jan 7' 25, Respondents Fulfilling The Below Mentioned Criteria,other,35.0,,1.0,0.0,0,35.0,0.0,0.0,0.0,35.0
44,SoW_for_pro_Sapient_Association_Management_Software_Survey_Jan_3_25,Unimrkt Will Target The Respondents Fulfilling The Below Mentioned Criteria Must Belong To A Member Organization Eg Trade Unions Alumni Organizations Etc Must Be Purchasing Association Management Software Solutions Such As Protech Nimble Altai And Fonteva,it,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
45,SoW_for_Pro_Sapient_Auction_Platforms_Study_Jan_20_25,Buyers And Sellers At Auction Platforms,it,50.0,"Netherlands, Belgium, Sweden, Norway",1.0,1.0,1,50.0,50.0,1.0,0.0,0.0
46,SoW_for_pro_Sapient_Capital_Markets_Software_Study_Jan_20_25,Decision Makers Involved,other,40.0,United States,1.0,170.0,1,40.0,29.589285714285715,1.0,0.0,10.410714285714285
47,SoW_for_pro_Sapient_Geotechnical_Service_Industry_Study_Jan_21_25,Large General Contractorinfrastructure And Construction Companiesreal Estate Developers,it,30.0,"Spain, Romania, Mexico",1.0,2.0,1,30.0,32.5,1.0,0.0,-2.5
48,SoW_for_pro_Sapient_i4CP_Community_Study_Jan_20_25,Icps Existing List And Prospective Customers,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
49,SoW_for_pro_Sapient_Speech_Language_Pathologists_Study_Jan_20_25,Speech Language Pathologists Prescribing Aacs Augmentative And Alternative Communication Devices,other,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
50,SoW_for_pro_Sapient_UTV_Purchasing_Decision-Makers_Survey_Jan_3_25,Unimrkt Will Target Respondents Fulfilling The Below Mentioned Criteria Must Be Key Purchasing Decisionmakers,other,60.0,"United States, United Kingdom, Germany, France, Italy, Spain",1.0,1.0,1,60.0,60.0,1.0,0.0,0.0
51,Unimrkt_SOW_254-24-_Brand_Tracker_For_Adhesive_Manufacturer,Oem Design Manufacturingmaintenance Operationsshe Regulatory Environmentpurchasing Procurementtechnical Design Engineeringautomotive Maintenance Repair Professionals,it,20.0,"Australia, Belgium, Canada, India, Italy, Japan, Malaysia, Netherlands, Philippines, Romania, Saudi Arabia, Singapore, Spain, Sweden, Viet Nam",1.0,1.0,1,20.0,20.0,1.0,0.0,0.0
52,SoW_for_Atheneum_HAE_Patients_Survey_Apr_3_25,Hae Patients Aged Or Older Who Have Been Diagnosed,healthcare,4.0,United States,1.0,170.0,1,4.0,29.589285714285715,1.0,0.0,-25.589285714285715
53,SoW_for_Atheneum_PET_Technicians_Study_Mar_27_25,Pet Technicians,it,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
54,SoW_for_Celent_Banks_Compliance_Survey_Jan_23_25,Fraud And Antimoney Laundering Executives Across Business Ie Compliance Technology And Operations,it,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
55,B2B_Brand_Tracker_SOW_5glcNTN,Sector Digital Industries Mobility Smart Infrastructure Audience Traditional Audience Decisionmakers And Influencers Digital Audience Decisionmakers And Influencers,it,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
56,SoW_for_Atheneum_Diffuse_Large_B-Cell_Lymphoma_DLBCL_Treatment_Study_Feb_3_25,Physicians Who Are Involved,healthcare,20.0,"United States, United Kingdom, Germany, France, Japan",1.0,1.0,1,20.0,20.0,1.0,0.0,0.0
57,SoW_for_Atheneum_Cell_Therapy_study_Jan_13_25_1 (1),Pharma Cdmo,other,25.0,,2.0,0.0,0,25.0,0.0,0.0,0.0,25.0
58,SoW_for_Atheneum_Cell_Therapy_study_Jan_13_25_1,Pharma Cdmo,other,25.0,,2.0,0.0,0,25.0,0.0,0.0,0.0,25.0
59,SoW_for_Atheneum_Fertility_Specialists_Survey_Jan_13_25_1,Fertility Experts,other,10.0,"United States, United Kingdom, France, Spain, Italy",1.0,1.0,1,10.0,10.0,1.0,0.0,0.0
60,SoW_for_Atheneum_Healthcare_Stakeholders_Study_June_2_25,Homecare Stakeholders,other,30.0,"Germany, France",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
61,SoW_for_Atheneum_Lyme_Disease_Study_Jan_13_25,Lab Director Lab Manager N Department Head Vpexecutive Directorceo,b2b,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
62,SoW_for_Atheneum_Neurologists_Study_Feb_20_25_v4NVS7H,Neurologists Neuromuscular Specialists Neuroimmunologists Movement Disorder Specialist Neurologists,other,40.0,United States,1.0,170.0,1,40.0,29.589285714285715,1.0,0.0,10.410714285714285
63,SoW_for_Atheneum_PBC_and_axSpA_Study_Apr_3_25,Rheumatologists Hepatologists Gastroenterologists Total N ,other,15.0,"United Kingdom, Germany, France, United States",1.0,2.0,1,15.0,15.0,1.0,0.0,0.0
64,SoW_for_Atheneum_PCPs_and_Neurologists_Survey_May_22_25,Pcps And Neurologists,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
65,SoW_for_Atheneum_PEComa_Study_May_20_25,Medical Or Hematological Oncologists Or Sarcoma Specialists Who Have Treated At Least One Malignant Pecoma Patient,healthcare,40.0,United States,1.0,170.0,1,40.0,29.589285714285715,1.0,0.0,10.410714285714285
66,SoW_for_Atheneum_RegOnco_Survey_Mar_6_25,Gastrooncologists And Hepatologists,healthcare,60.0,"United States, United Kingdom, Germany, France, Spain",1.0,1.0,1,60.0,60.0,1.0,0.0,0.0
67,SoW_for_Atheneum_Surgical_Product_Procurement_Study_Jan_6_25,Surgeons Surgical Purchasing Line Leads,other,15.0,"United States, United Kingdom, France, Italy, Spain, Germany",1.0,1.0,1,15.0,15.0,1.0,0.0,0.0
68,SoW_for_Celent_Banks_Compliance_Survey_Jan_23_25 (1),Fraud And Antimoney Laundering Executives Across The Business Ie Compliance Technology And Operations,it,30.0,United States,2.0,170.0,2,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
69,SoW_for_Celent_Banks_Compliance_Survey_Jan_23_25 (2),Fraud And Antimoney Laundering Executives Across The Business Ie Compliance Technology And Operations,it,30.0,United States,2.0,170.0,2,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
70,SOW_for_Coleman_Parkes_Human_to_AI_Agent_CP4179,Unimrkt Will Target Fsi Executives Remotely Or,b2b,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
71,SoW_for_IDC_Consulting_Microsoft_CNAPP_Study_January_2025_Feb_24_25,Individuals Fulfiling The Below Mentioned Criteria Must Be Involved,consumer,15.0,United States,1.0,170.0,1,15.0,29.589285714285715,1.0,0.0,-14.589285714285715
72,SoW_for_M3_Global_Research_Project_Antigia_Pharma_B2B_Survey_Jan_20_25_1,Head,other,15.0,,2.0,0.0,0,15.0,0.0,1.0,0.0,15.0
73,SoW_for_Oxford_Economics_IBM_2025_Talent_and_Skills_Survey_Dec_10_24_DD (1),,other,30.0,,0.0,0.0,0,0.0,0.0,0.0,30.0,30.0
74,SoW_for_Oxford_Economics_IBM_2025_Talent_and_Skills_Survey_Dec_10_24_DD,,other,30.0,"United States, Saudi Arabia, United Arab Emirates, United Kingdom, Japan, Singapore, Indonesia, Australia, Netherlands, Brazil, Canada, France, Germany, India, Mexico, Sweden, Spain, South Africa, Hong Kong",0.0,1.0,0,0.0,30.0,0.0,30.0,0.0
75,SoW_for_Oxford_Economics_IBV_Grid_Modernization_Survey_Dec_2_24_DD,,other,,,0.0,0.0,0,0.0,0.0,0.0,,
76,SoW_for_pro_Sapient_Fire_Protection_Services_Study_Jan_20_25 (1),Fire Protection Professionals Facilities Management Leaders Construction Pms Quantity Surveyors,other,30.0,United States,2.0,170.0,2,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
77,SoW_for_pro_Sapient_Fire_Protection_Services_Study_Jan_20_25,Fire Protection Professionals Facilities Management Leaders Construction Pms Quantity Surveyors,other,30.0,United States,2.0,170.0,2,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
78,SoW_for_pro_Sapient_i4CP_Community_Study_Jan_20_25 (1),Customers,other,30.0,United States,4.0,170.0,2,33.75,29.589285714285715,2.0,-3.75,0.4107142857142847
79,SoW_for_pro_Sapient_i4CP_Community_Study_Jan_20_25 (2),Icp Member Community Including Events Peertopeer Networking And Data And Insights Tailored,it,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
80,SoW_for_Pro_Sapient_IT_Infrastructure_Survey_Jan_21_25 (1),Unimrkt Will Target The Customers,other,30.0,"Germany, France, United States",2.0,2.0,2,30.0,30.0,1.0,0.0,0.0
81,SoW_for_Pro_Sapient_IT_Infrastructure_Survey_Jan_21_25,Customers,other,30.0,,4.0,0.0,0,33.75,0.0,2.0,-3.75,30.0
82,SoW_for_Atheneum_FPMA_Vet_Survey_June_3_25,Vet Clinic Admins And Vet Clinic Owners,other,20.0,United States,1.0,170.0,1,20.0,29.589285714285715,1.0,0.0,-9.589285714285715
83,SoW_for_Coleman_Parkes_Pharma_Representatives_Survey_Jan_06_25_Signed,Pharma Representatives,other,,"United Kingdom, Germany, France, United States",1.0,2.0,1,0.0,15.0,1.0,,
84,SoW for 10K Humans_MDS Patient Study (Wave 6)_Nov 29' 24,Patients,healthcare,40.0,United States,2.0,170.0,2,40.0,29.589285714285715,1.0,0.0,10.410714285714285
85,SoW for 10K Humans_Phoebe Putney Health System Brand Tracker Study Wave 3 2024_Sep 2' 24,Healthcare Consumers Who Are Years And Above Living,healthcare,25.0,"United States, Georgia",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
86,SoW for Adience_Freight Forwarders and Airports DMs Survey_Nov 22' 24,Freight Forwarders And Airports Dms,it,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
87,SoW for Allxprts_E-Commerce Tax Software Study_Feb 21' 25,Fulltime Or More Hours Per Week Or Parttime Contractor,other,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
88,SoW for Arch Metrics_ABA Center Survey_Dec 9' 24,Customers,other,40.0,United States,4.0,170.0,2,33.75,29.589285714285715,2.0,6.25,10.410714285714285
89,SoW for Arch Metrics_City-Wide Facility Solutions Survey_Mar 6 '25,The Primary Decisionmakers,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
90,SoW for Arch Metrics_Cubex Survey_Apr 19' 24 ,Dentists And Vets Fulfilling The Below Mentioned Criteria Must Work At Multisite Healthcare Practice Have Used Or Evaluated Inventory Management Hardware Andor Software Must Have Used Or Evaluated Cubex Vendor Must Have The Decisionmaking Authority As An Individual Or As A Part,healthcare,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
91,SoW for Arch Metrics_Payroll SW Survey_Aug 29' 24,Current And Former Userscustomers,consumer,25.0,"United States, Canada",1.0,7.0,1,25.0,34.285714285714285,1.0,0.0,-9.285714285714285
92,SoW for Arch Metrics_Procare Survey_Dec 2' 24,Childcare Centres That Use Procare As Their Centre Management Software,it,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
93,SoW for Arch Metrics_Procare Survey_Jan 2' 24,Unimrkt Will Target The Respondents,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
94,SoW for Arch Metrics_Supplier Compliance and Document Management Survey_May 24' 24 (002),Unimrkt Will Target The Respondents Who Is The Major Influencer Or The Final Decision Maker,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
95,SoW for Atheneum_ADHD Quant Survey_Dec 16' 24,Nppa Psychologists,other,20.0,,1.0,0.0,0,20.0,0.0,0.0,0.0,20.0
96,SoW for Atheneum_Global HIV Service Reputation Study_Sep 24' 24,Hcpskols Patients Advocate Payers,healthcare,30.0,"United States, Canada, China, Japan",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
97,SoW for Atheneum_Invitro Diagnostics Survey_Dec 16' 24,Hematology Directors Treatment Area,b2b,40.0,,1.0,0.0,0,40.0,0.0,0.0,0.0,40.0
98,SoW for Atheneum_Pharma Procurement Quant Survey_Dec 16' 24,Head,other,15.0,United States,2.0,170.0,1,15.0,29.589285714285715,1.0,0.0,-14.589285714285715
99,SoW for Big Village_ Medical Officer Research Survey_Jan 6' 25,Unimrkt Will Focus On Respondents Who Are Years Old And Above,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
100,SoW for Boston Research Services_American Electorate Voters Study_Nov 18' 24 ,American Electorate Voters Study,consumer,20.0,,1.0,0.0,0,20.0,0.0,0.0,0.0,20.0
101,SoW for Boston Research Services_Tests in Schools and Institutions Survey_Nov 22' 24,Currently Teaching,other,30.0,"Viet Nam, Thailand",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
102,SoW for Cint_Gaming Developers Survey_May 1' 24v2,Professional Game Developers Who Have An Influence On Decision Making Or Be The Final Decision Makers Some,it,75.0,"United States, Canada",1.0,7.0,1,75.0,34.285714285714285,1.0,0.0,40.714285714285715
103,SoW for Digital Research_Logistics and Procurement Survey_May 23' 24,Fulltime Employees Handling Responsibilities Within The Following Functions Logistics Managementoperations Supply Chianprocurement Warehousingdistribution,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
104,SoW for EMI Research Solutions_CAR T Patient Refusal Materials Testing Survey_Mar 6' 25,Patients,healthcare,40.0,United States,2.0,170.0,2,40.0,29.589285714285715,1.0,0.0,10.410714285714285
105,SoW for EMI Research Solutions_CHI & MIL Brand Awareness Study (Wave 2)_Jan 7' 25,Unimrkt Will Target Fulltime Employees Who Have Some Level,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
106,SoW for EMI Research Solutions_CHI & MIL Brand Awareness Study_Jan 12' 24,Fulltime Employees Who Have Some Level,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
107,SoW for EMI Research Solutions_Crohns Disease Patient Survey_Jul 22 '24,Crohns Disease Patient Patients,healthcare,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
108,SoW for EMI Research Solutions_IgAN Patients Survey (Wave 2)_Nov 18' 24,Patients Who Must Be Diagnosed,healthcare,45.0,United States,1.0,170.0,1,45.0,29.589285714285715,1.0,0.0,15.410714285714285
109,SoW for EMI Research Solutions_NY and NJ Food Manufacturers Survey_Dec 13' 24,Nynj Manufacturing Decision Makers,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
110,SoW for EMI Research Solutions_Severe Osteoporosis Patients Survey (April 2024 Wave)_Apr 25' 24, Osteoporosis Patients Females Males,healthcare,35.0,United States,2.0,170.0,2,35.0,29.589285714285715,1.0,0.0,5.410714285714285
111,SoW for EMI Research Solutions_Severe Osteoporosis Patients Survey (Wave 2)_Jan 31' 24, Osteoporosis Patients Females Males,healthcare,35.0,United States,2.0,170.0,2,35.0,29.589285714285715,1.0,0.0,5.410714285714285
112,SoW for EMI Research Solutions_Severe Osteoporosis Patients Survey (Wave 3)_Apr 25' 24 ,Severe Osteoporosis Patients Females Males,healthcare,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
113,SoW for EMI Research Solutions_UC Patients Mia Survey_May 27' 24 (002),Unimrkt Will Target Consumers,consumer,35.0,United States,2.0,170.0,2,35.0,29.589285714285715,1.0,0.0,5.410714285714285
114,SoW for EMI Research Solutions_Ulcerative Colitis Patients Survey (Q1 2025)_Jan 31' 25, Ulcerative Colitis Patients,healthcare,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
115,SoW for EMI Research Solutions_Ulcerative Colitis Patients Survey_May 27' 24,Unimrkt Will Target Consumers,consumer,35.0,United States,2.0,170.0,2,35.0,29.589285714285715,1.0,0.0,5.410714285714285
116,SoW for Emporia Research_Beef and Lamb Survey_Nov 29' 24,Unimrkt Will Target Respondents Who Is Responsible,other,25.0,"Germany, Austria, Belgium, Sweden",1.0,2.0,1,25.0,25.0,1.0,0.0,0.0
117,SoW for GLG_ ACHC Referral Volume and Trends Survey_Dec 11' 24_,Hospital Emergency Department Administrators,healthcare,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
118,SoW for GLG_Biofuels Study_Jan 9' 24,Fulltime And Parttime Employees Who Are Knowledge About Producing Renewable Fuels Through Feedstock And Know Or Can Comment On Companys Revenue,other,25.0,"United Kingdom, France, Germany, Italy, Spain, United States",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
119,SoW for GLG_Brazilian IFA Survey_Feb 12' 24 (002),Independent Financial Advisors Who Are Familiar Or Are Currentformer Users Evaluators,consumer,30.0,,2.0,0.0,0,30.0,0.0,1.0,0.0,30.0
120,SoW for GLG_Brazilian IFA Survey_Feb 12' 24,Independent Financial Advisors Who Are Familiar Or Are Currentformer Users Evaluators,consumer,30.0,Brazil,2.0,1.0,1,30.0,30.0,1.0,0.0,0.0
121,SoW for GLG_Business Technology Customers Survey (January 2025 Wave)_Jan 21' 25,Business Technology Customers Survey January Wave Itdms Functions Fulfilling The Below Mentioned Criteria Must Be A Tech Decision Maker At Organization Must Be A Current Paying Customer,it,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
122,SoW for GLG_Cargo Shipping Survey (Wave 2)_Feb 20' 24v2,Employees Who Are Very Knowledgeable About The Industry And Current Trends,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
123,SoW for GLG_Case Management Survey_Jul 15' 24 (003),Offenders Who Have Been Released Into The Community Pretrial Release Probation Parole Etc,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
124,SoW for GLG_CFO's Capital Allocation Survey_May 21' 24,Cfos,other,30.0,,2.0,0.0,0,30.0,0.0,0.0,0.0,30.0
125,SoW for GLG_CFOS Capital Allocation Survey_May 21' 24,Cfos,other,30.0,,2.0,0.0,0,30.0,0.0,0.0,0.0,30.0
126,SoW for GLG_Compliance Software Study (Follow-Up Survey)_Feb 5' 24,Decisionmakers Who Are Current Customers Or Evaluators,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
